G5E962 Q9URQ5
P43592 O95751
P43588 Q9GZT8
O43639 P43569
P43592 Q8N6Y0
P43592 P19012
P40123 P46680
Q9UL45 P46678
Q9P1Z2 P46678
P43618 O95198
P63261 P46680
P46680 P60709
P46680 Q9Y281
P46682 P61289
P46682 Q8NHQ1
Q9UJV3-2 P46945
P20807-4 P46948
A0A0C4DGS5 P46948
Q8IYX7 P46948
Q9Y3Q8 P46948
P46956 Q8N6L0
P46948 Q9UKT9
Q96L14 P46948
Q96BA8 P46956
Q8TAP6 P46948
P46965 Q8N6L0
P63279 P46985
Q8WV44 P47009
P47041 P08727
A0A0C4DGS5 P47041
EBI-11524292 P47041
P47041 EBI-11522976
P47013 Q8N6L0
A0A0R4J2E4 P47041
Q8IYA8 P47041
P47041 Q5JST6
P47041 Q15654
P19012 P47041
P14373 P47041
P14136 P47041
P47041 Q5JR59-3
Q8IYF3-3 P47041
P47041 Q8NA61-2
P47041 Q8NHQ1
P47041 Q8WWB3
Q8WXE1-3 P47041
P47041 Q9UFD9
Q96EY1-3 P47041
P47041 Q9P286
Q16637-3 P47086
Q16637 P47086
P47086 P78356-2
Q9UJV3-2 P47041
P47086 Q9C0F1
Q9Y2D8 P47041
Q9UKT9 P47041
P47086 Q9NWT6
Q9UJW9 P47086
Q96BA8 P47088
O43765 P47094
Q9HCM9-2 P47107
Q96BA8 P47111
P47121 P14136
P47121 P19012
Q96BA8 P47124
Q8NHQ1 P47130
P47133 A4D127
P47133 Q8N6Y0
O00444 P47141
Q96H20 P47142
A0A024R4Q5 P47167
P47162 Q15038
P19012 P48232
P08727 P48232
Q96BA8 P47190
Q96BA8 P47155
Q96H20-2 P47142
P48362 Q969G2
Q9NPJ6 P48232
P48232 Q9BUW7
Q96L14 P48232
Q96EV8 P48232
P48232 Q96BD8
Q8NA61-2 P48232
Q8N6Y0 P48232
P48232 P37198
P13196 P48837
H3BTW2 P48837
A0A0C4DGS5 P48837
Q99598 P48606
P48510 O14641
P48362 Q9UHV2
Q53EZ4 P49089
P49017 Q6RW13-2
P48837 Q9NPJ6
P48837 Q8N6Y0
P48837 Q5JR59-3
P43365 P48837
P48837 P37198
P48837 P19012
P49955 Q9UHX1-6
Q9UHX1-5 P49955
Q9UHX1-2 P49955
P49723 Q9H4P4
P49723 P63279
P49090 P26641
Q96G97-4 P52870
Q96BA8 P52870
P52870 Q969F0
J3KQ12 P52870
Q9NXK8 P52286
Q9NVF7 P52286
P50076 Q96BA8
Q8IYA8 P53038
P53038 Q5JST6
P53012 Q8N6L0
Q9HCM9-2 P52917
P52917 Q5T124-6
Q9BSE2 P52870
Q96HH9 P52870
P53129 Q9Y2J4
P43355 P53102
Q96BA8 P53053
P53051 P38646
P53038 Q9UJV3-2
P53202 O43791
P53176 P63279
P63279 P53174
Q96BA8 P53173
Q8N6L0 P53142
Q9H0B3-3 P53141
P43355 P53140
P53243 P63279
Q9Y371 P53218
Q969K4 P53212
P53202 Q9H898-2
P53202 Q96IK5
O95198 P53202
Q969F0 P53262
Q2TAC2-2 P53255
P63279 P53252
P53243 Q96S82
Q8IUQ4-2 P53243
P53286 P63279
P53286 P14373
P53286 A0A0C4DGF1
EBI-11522976 P53286
P53278 P61289
O43791 P53278
Q6P1W5 P53286
Q6IBW4 P53286
P53286 Q5VWN6
Q5T124-6 P53286
P53286 Q53G59
Q13164 P53286
P53286 Q8WV44
Q8NHQ1 P53286
P53286 Q8N6K7-2
Q8IYX7 P53286
Q8IYA8 P53286
P53296 EBI-11533440
P53286 Q9UKT9
Q9NRA8 P53286
P53286 Q96Q35-2
Q8WXE1-3 P53286
P53305 O14641
P53296 Q9UI14
P53296 Q9NQC3-3
P53296 Q15041
P49366 P53331
P53296 O95197-3
P53583 A4D127
P53337 Q8N6L0
O14641 P53617
P53335 Q8NHQ1
Q9NVV9 P53335
P53337 Q15437
P53829 A0A0C4DGS5
Q8N6L0 P53730
O95751 P53617
P53829 P13196
P53829 P37198
P53829 P32321
P53829 P14136
P53829 P00492
P53829 H3BTW2
P53829 Q15427
P53829 Q5D1E8
P53829 Q8NDC0
P53829 Q8WWB3
P53829 Q96IK5
P53829 P42575
P53829 P53992
P53829 Q9BW62
Q9H9H4 P53829
P53829 Q9NRG1
Q9BQY4 P53829
Q9NVV9 P53829
Q96HR9 P53845
A0A024R4Q5 P53900
P53845 Q15041
P53833 O95273
P53829 Q9Y2J4
P53900 P43365
Q12800 P53900
P53906 Q8N6L0
Q96BA8 P53906
P53919 Q6P1W5
P43365 P53923
O95273 P53933
A0A0C4DGS5 P53933
P53930 Q53HC0
Q9H190 P53927
P53930 Q13155
P53933 Q9UNF0
P53933 Q9Y6D9
P53933 Q15642-2
P53933 Q9Y5X1
P14373 P53933
P54784 Q96EY1-3
P54787 O14641
Q969F0 P54074
Q96CN4 P53949
P53953 Q53G59
Q9UMX0 P54860
P54791 A0A0C4DGS5
P54787 Q15038
P63279 P60010
P60010 P63261
P60709 P60010
P40123 P60010
P69851 H3BTW2
Q9UMX0 P61829
Q8IYF3-3 P87108
P43356 P87108
P69851 Q9UPT5-1
Q5VWN6 P89105
P89105 Q14596-2
Q01590 Q8N6L0
Q01589 O95994
Q00618 O76083-2
P89886 O43583
P98170 Q01976
Q01976 G5E962
Q01590 Q9UI14
Q02256 Q9Y5P8-2
Q9HCM9-2 Q02209
Q01976 Q9UGJ1-2
Q01976 Q9H8Y8
Q13490 Q01976
Q8IYA8 Q02647
Q02647 O96015
Q02642 P55347
Q02642 A4D127
Q02724 Q96DZ9-2
Q02724 Q8NHQ1
Q8N6L0 Q02724
Q02724 Q6RW13-2
Q02724 Q15041
Q02793 Q5D1E8
Q02793 P38432
Q02793 O00444
Q96BA8 Q02774
Q9UMX0 Q02771
O00635 Q02821
H3BTW2 Q02821
Q02821 A0A0C4DGF1
Q02821 Q96A10
Q02821 P60709
P35520 Q02821
P22234 Q02821
Q02821 P20591
P13196 Q02821
Q02821 Q13557-8
Q13137 Q02821
P63261 Q02821
Q02821 Q9NS73
Q9HAN9 Q02821
Q8WVF5 Q02821
Q02821 Q15041
Q02821 Q15038
Q13867 Q02821
A0A0C4DGS5 Q02831
Q9NVV9 Q02821
Q02821 Q9NS73-5
Q02831 P37198
P19012 Q02831
P14373 Q02831
Q02831 O95751
Q02831 H3BTW2
Q02831 Q9C0F1
Q02831 Q9BW62
Q02831 Q8N6Y0
Q8IYF3-3 Q02831
Q02872 Q9NRF8
Q9UKT9 Q02831
P19012 Q03020
Q03020 P12268
E9PFK9 Q02939
Q9Y3Q8 Q03020
Q03020 Q969J2
Q93062-3 Q03020
Q13643 Q03020
P61289 Q03020
O43809 Q03262
Q13422-7 Q03233
Q03063 P63279
Q03063 P23497-2
Q03063 O14641
Q9C0F1 Q03338
Q03338 Q96BR9
Q03338 Q8NHQ1
Q03338 Q13422-7
O14641 Q03338
Q03373 Q9BQY4
Q03373 P63279
Q03373 P31947
Q03362 Q9BSE4
Q96BA8 Q03362
Q03654 Q5JR59-3
G5E962 Q03654
Q03579 Q8N6L0
Q03718 Q9Y6D9
Q03718 P63279
Q8N6L0 Q03714
Q96BA8 Q03697
Q03654 Q96MT8-3
Q03782 Q9NYB9-2
P43355 Q03782
Q96AA8 Q03768
Q03759 Q5JST6
O43186 Q03920
Q9BUY5 Q03920
Q03860 Q8N6L0
Q04110 P63279
Q5JST6 Q04087
P43356 Q03981
Q03973 Q0VDD7
Q04264 Q9P1Z2
Q04264 O95198
Q9UMX0 Q04201
Q04201 O43765
Q96EV8 Q04110
Q04307 P32321
Q04307 O94993
Q04307 H3BTW2
Q96H20 Q04272
Q04307 Q6P1W5
Q04307 Q15645
Q04307 Q13422-7
Q04307 Q8ND30
Q8N7W2-2 Q04307
Q8IYA8 Q04307
Q04307 Q9UJW9
Q9NNX1-2 Q04307
Q04307 Q93062-3
Q8TAP6 Q04307
O95273 Q04712
Q04638 EBI-11522976
Q04603 Q01658
Q8N9N5-2 Q04599
A2A369 Q04461
Q04712 Q9Y6K9
Q9Y2D8 Q04712
Q04712 Q9UPY8
Q04712 Q96MT8-3
Q04978 Q8TAP6
Q04978 O60684
Q96BA8 Q04969
Q04969 Q8N6L0
Q96DZ9-2 Q05515
O43791 Q05164
G5E962 Q05164
Q05021 Q53G59
P49760-3 Q05947
Q05899 Q99614
Q05899 O43765
Q9UI14 Q05637
Q06132 P38432
Q6UN15 Q06102
Q06011 Q8N9N5-2
P38432 Q05955
Q96BR9 Q06132
Q06132 Q8NHQ1
Q06132 Q53G59
P51116 Q06132
Q8N6Y0 Q06162
Q96BA8 Q06144
Q96MF2 Q06132
P38159 Q06251
Q06178 Q9HAN9
Q06178 P63279
Q06251 P62258
Q86UW9 Q06389
Q06389 P01011
Q06340 P63279
O15209 Q06287
Q05D60 Q06411
P38432 Q06411
O75071 Q06408
Q06411 Q9NS73-5
Q9NS73 Q06411
Q8NHQ1 Q06411
Q53EZ4 Q06411
Q06543 EBI-11522976
Q06411 Q9UKT9
Q06411 Q9UJV3-2
Q8N6L0 Q06616
Q06616 Q5SW96
Q8N0S2 Q06543
O15156-2 Q06630
O14641 Q06630
A0A0C4DGS5 Q06630
Q969F0 Q06616
Q13137 Q06630
Q06630 O95751
O95273 Q06630
O43586 Q06630
Q06630 Q9UJV3-2
Q92997 Q06630
Q06630 Q5JR59-3
Q06676 Q15437
Q06671 Q13422-7
P51116 Q06667
Q06707 Q13137
Q06707 P37198
Q06707 P19012
Q06678 Q8IYF3-3
Q9BUT1 Q06819
Q8TBB1 Q06819
Q8IYA8 Q06819
Q06810 O43765
Q07379 A0A0C4DGS5
Q06892 Q8N9N5-2
Q06892 O95544
Q07379 Q9Y2D8
Q9HCM9-2 Q07379
Q8TAP6 Q07379
P35520 Q07379
Q07379 Q9Y2J4
Q07540 Q92609
A0A024R0Y4 Q07540
Q07732 Q96BR9
Q07732 Q8NA61-2
Q07732 Q53EZ4
Q07540 Q96DZ9-2
Q07821 Q13137
Q07732 Q9Y2J4
Q07732 Q96IK5
Q96CN9 Q07732
Q0VDD7 Q07951
EBI-11522976 Q07951
O96006 Q07887
Q07978 G5E962
Q07978 Q15311
Q8WWB3 Q07978
Q08144 Q969F0
Q08144 Q8N6L0
Q8NEC5 Q07986
Q12846 Q08144
Q5JR59-3 Q08204
Q9Y2D8 Q08204
Q08204 Q9UKS7-2
Q08224 Q9C0F1
Q08273 O95198
Q08273 O43791
Q08273 Q13620
Q9UH77 Q08273
Q96CD2 Q08438
P63279 Q08581
Q08909 O00308
Q08909 O14641
P62258 Q08981
Q08686 Q92748
Q12006 Q969F0
Q10740 Q8N9N5-2
Q96BA8 Q12006
Q12015 Q9NX47
Q12020 P63279
Q12055 O95751
Q12056 A0A0C4DGS5
Q8N7W2-2 Q12055
Q12055 Q13164
Q9UJC3 Q12056
Q12056 Q5JR59-3
P00492 Q12056
Q12056 Q9UJV3-2
Q12071 Q9H6J7-4
Q12083 Q9BRK4
Q96CN4 Q12083
Q12083 O14641
Q96BA8 Q12078
Q12100 Q9BYV6-2
Q12118 O95994
O14641 Q12134
Q8N6L0 Q12118
Q9H190 Q12134
O15294-3 Q12140
Q12140 O95994
Q12154 O95994
Q12154 O95967
O43852-3 Q12154
Q12156 Q13164
Q12154 Q9BXJ1-2
E9PFK9 Q12161
Q12161 P15622-3
Q12161 EBI-11522976
Q12161 P23511-2
Q96Q35-2 Q12161
Q969J2 Q12161
Q8WTR7 Q12161
Q8N7W2-2 Q12161
Q7L190 Q12161
Q12161 Q5VSY0
Q12161 P38432
Q12161 Q9NVV9
Q12161 Q9NTW7
Q12161 Q9NPA5
Q9HCK0 Q12161
Q12161 Q9H9D4
Q9BWC9 Q12161
Q9P1Z2 Q12208
O95198 Q12208
Q96BA8 Q12207
Q12206 P63279
Q9H190 Q12196
Q12181 P48775
O14641 Q12181
Q12161 Q9Y294
Q15041 Q12259
Q15025 Q12259
P35520 Q12259
Q12259 O76083-2
O60684 Q12259
Q12259 O43597
Q12259 O00629
O00505 Q12259
Q8TAP6 Q12245
Q12211 P35606
Q12259 Q9HCK0
Q9C0F1 Q12259
Q12259 Q99750
Q12259 Q96IK5
Q12259 Q96BR9
Q12259 Q92734
Q8WV44 Q12259
Q8N6L0 Q12259
Q8IYA8 Q12259
Q6RW13-2 Q12259
Q9HCK0 Q12306
P63279 Q12306
P23497-2 Q12306
B0QYN7 Q12306
Q9Y2D8 Q12259
Q12259 Q9UJV3-2
Q12259 Q9P209
Q9NWS6 Q12259
Q9NVV9 Q12259
Q8N9N5-2 Q12329
Q8IYA8 Q12329
Q12329 Q5T124-6
O15162 Q12329
A0A024R0Y4 Q12329
Q12318 Q15911-2
Q12318 O95751
Q12318 A0A0C4DGS5
Q8N6L0 Q12382
Q12380 P49760-3
Q8WZ19 Q12354
Q96BA8 Q12382
Q5JST6 Q12354
Q13137 Q12342
Q9C040 Q12341
Q12329 Q99750
Q12329 Q96MA1
Q12329 Q96D09
Q12446 O43639
Q12446 O43586
Q12439 P63279
O75928-2 Q12439
O14641 Q12439
Q12431 Q8N6L0
O94972 Q12417
A0A0C4DGS5 Q12417
Q12389 O14641
Q12527 O43597
Q12511 Q8N9N5-2
Q93062-3 Q12484
Q12481 O14641
Q12476 Q9BRK4
Q12476 O14641
Q12460 Q8NHQ1
Q16637-3 Q12460
Q12460 Q16637
Q9NYB9-2 Q12446
Q96BA8 Q12746
Q8N6L0 Q12746
Q8IYA8 Q12527
Q6Q595 Q8N6L0
Q9NPI6 Q3E7X9
Q3E7B2 O43765
Q3E793 Q13490
P98170 Q3E793
Q3E793 O76003
Q15654 Q8TGM2
Q8TGM2 Q8N9N5-2
Q12846 Q8TGQ7
Q8TGQ7 Q8N6L0
Q96BA8 Q8TGQ7
Q8TGM2 EBI-11524292
Q03393 Q7LHD1
Q8TGQ8 Q93062-3
Q13557-8 Q99189
Q99288 O76003
Q9Y2J4 Q99344
Q99380 O43765
Q96EQ0 Q99380
P38159 Q99383
Q15415 Q99383
A0A0C4DGS5 EBI-11522208
EBI-11522220 J3KPQ4
EBI-11522238 O14641
P14136 EBI-11522220
EBI-11522220 O15156-2
O43765 EBI-11522265
EBI-11522279 O95994
EBI-11522208 P43355
EBI-11522220 P14317
EBI-11522307 P40855
EBI-11522371 Q13422-7
Q13191 EBI-11522220
P43358 EBI-11522208
P51116 EBI-11522220
EBI-11522346 P63279
EBI-11522371 Q53EZ4
EBI-11522403 Q16637-3
Q13829 EBI-11522371
Q15427 EBI-11522220
EBI-11522403 Q16637
Q5TD97 EBI-11522444
EBI-11522371 Q5JR59-3
Q8N6Y0 EBI-11522208
Q8NEH6 EBI-11522371
EBI-11522371 Q8NHQ1
EBI-11522371 Q96IK5
Q96BA8 EBI-11522518
Q92841 EBI-11522220
EBI-11522494 Q969F0
Q969F0 EBI-11522506
EBI-11522208 Q9NPJ6
Q9HD26-2 EBI-11522575
EBI-11522371 Q96MT8-3
Q9C005 EBI-11522552
Q9H9H4 EBI-11522220
O13539 H3BTW2
Q9UMX0 EBI-11522626
EBI-11522552 Q9UGJ1-2
Q9UJX2 EBI-11522371
EBI-11522614 Q9UMX0
O14468 Q96HT8
O14468 Q8TC20-4
O13566 O14964
O13539 O14964
Q15834 O13539
P43365 O13539
O13541 Q96ED9-2
P00431 Q969L2
P00431 Q6RW13-2
O14468 Q9BYV6-2
P00330 Q15645
O14468 Q9P2A4
P00431 P43355
Q96DZ9-2 P00431
P01098 Q96MT8-3
Q9C0F1 P01097
P00431 Q9UMX0
Q8IUQ4-2 P01097
O43765 P00724
P01097 Q96MT8-3
P01123 Q96CV9
Q96BA8 P05375
Q96DZ9-2 P04819
Q96CV9-2 P01123
Q6RW13-2 P04819
P04819 Q15041
P63279 P04046
Q969L2 P04819
A4D127 P06782
Q8N6L0 P06197
P05738 O14641
P05738 Q92997
P05759 Q13137
P06782 Q9UKT9
P06782 Q9BQ66
Q99750 P06782
P06782 EBI-11522976
P06782 P14373
O43597 P06782
P54619 P06782
P0CD91 Q8N6L0
P09435 Q9NZL4-3
P06787 O94983-5
P09467 P09201
Q9NWX6 P08458
Q9NZL4 P09435
Q15038 P0CH08
Q13137 P0CH08
P0CH08 E9PFK9
P10507 Q8WTU0
P31153 P10659
P10507 Q96IK5
Q02818 P10823
P12612 P23497-2
P12612 O60232
P10823 Q9GZZ9
P11972 Q53EZ4
EBI-11523186 P11747
P11972 Q8N6L0
P13130 Q9UMX0
P13130 Q8TAP6
Q8N6L0 P12945
Q15041 P12612
P12709 Q13501
Q9C0F1 P12612
P12612 Q96BR9
Q15025 P12945
P15202 Q9ULX6
P15202 Q9NRG1
P13130 Q9Y5P4-2
P14905 O95273
Q86V42-3 P13186
P14907 Q8IYF3-3
P15625 O15162
P15365 Q969F0
O75477 P15303
Q8IYX7 P15303
Q9BSE2 P15303
P15732 Q9Y4K3
P15732 Q9UJV3-2
Q9HD26-2 P15625
P14373 P15705
Q16637 P15646
P15732 Q9HCM9-2
P17157 A0A0C4DGS5
P16622 Q13554-3
P15807 Q8N0S2
P15873 P63279
P15873 P30260-2
Q9NYB9-2 P16523
P17214 O14641
P17214 EBI-11523568
P17255 P43355
O96006 P17157
Q9NSC5 P17157
Q6RW13-2 P18496
P17967 Q9Y6N9-4
P63279 P17423
P17695 Q96EQ0
P17695 O43765
Q14145 P17709
P31153 P19358
Q9UGJ1-2 P18961
P18961 EBI-11522976
O00444 P18961
Q9BRK4 P18961
P20053 P14373
O43186 P20053
Q13643 P19955
EBI-11522976 P20053
O75928-2 P20049
A0A024R0Y4 P20053
P20081 P81877
P20081 P53992
P20081 A0A0C4DGF1
Q8N684-3 P20053
Q8NHQ1 P20053
P20053 Q8N6Y0
P20053 Q9UJV3-2
P20081 Q8N684-3
P20081 Q15427
P20081 Q16630-2
Q16630-3 P20081
Q96IK5 P20459
P20133 Q9UJC3
P20133 Q15008
EBI-11523890 P20107
Q5D1E8 P20095
P20081 Q9Y2W2
P21734 Q9C040
O95376 P21734
A0A0C4DGS5 P20676
Q96IK5 P21651
P20676 P51116
Q9HD26-2 P21651
P22803 Q8TBB1
P22354 O95273
Q9HCM9-2 P21734
Q15437 P22215
Q96D03 P22217
P23059 Q9UKT9
Q9UJV3-2 P23059
Q96D03 P22803
P23059 Q13422-7
P23059 Q9UFD9
Q5JR59-3 P23293
P23293 A0A0C4DGS5
P23180 Q9BYV6-2
P46379-2 P23285
Q9Y2W7 P23285
P24280 Q96DZ9-2
P24280 Q6RW13-2
Q8N6L0 P23968
Q96BA8 P23968
P24279 Q9BTE3-2
Q9HD26-2 P25299
P25299 Q7Z3B4
Q9UJ83 P25299
P25337 Q9BW62
O15217 P25335
Q9H972-2 P25044
Q969F0 P25353
Q9H9H4 P25343
P25343 O15156-2
P14136 P25343
P25343 Q15427
O14641 P25372
P63279 P25354
P25372 EBI-11524292
A0A0C4DGS5 P25372
Q12800 P25372
P25372 P19012
P25372 O43379
P01100 P25372
O95073-2 P25372
P14373 P25372
Q8IUQ4-2 P25372
P25372 Q5T124-6
Q13422-7 P25372
P25372 Q13643
P25372 Q15654
P25372 Q8N9N5-2
Q8IYA8 P25372
P25372 Q8N7W2-2
Q9NYB9-2 P25372
Q9NVV9 P25372
Q8NF99-2 P25372
P25372 Q96BR9
Q8NHQ1 P25372
P25372 Q9BRK4
P25377 P43365
P25377 P38432
P25372 Q9Y3Q8
Q9NPC3 P25375
O76083-2 P25377
P25515 P63279
P25453 P63279
P25377 P61371
Q8WXE1-3 P25377
P25385 Q12846
P25611 P63279
Q96BR9 P25586
P25566 Q12800
Q93062-3 P25566
Q8N9N5-2 P25566
O95751 P25586
O00635 P25635
Q96BA8 P25619
O14874 P25631
P25631 Q8TBB1
P25641 Q96HH9
P25638 P24278
Q2NKX8 P25635
Q8N4C7 P25635
P25637 Q96HT8
P26343 Q8IYF3-3
P26343 Q13643
Q9BQY9-2 P25651
P25656 Q969F0
A0A0C4DGS5 P26343
P26448 Q8NA61-2
P26448 Q8N6Y0
P26343 Q9HCM9-2
O15156-2 P26448
Q5JST6 P26448
Q9HD26-2 P27882
P27515 P63279
P26448 Q96AA8
P10644 P27344
Q14141-4 P27476
P14373 P28004
A0A0C4DGS5 P28004
P28004 O15156-2
O95751 P28004
P43365 P28004
P19012 P28004
P43355 P28004
P28004 Q8IYF3-3
Q5T124-6 P28004
Q13422-7 P28004
P28004 Q13643
Q5JR59-3 P28004
Q8NHQ1 P28004
P28004 Q8N6Y0
Q8TAP6 P28004
P28004 Q8WWB3
P28004 Q8WXE1-3
Q9Y3Q8 P28004
P28004 Q9UKT9
Q96MT8-3 P28004
Q9NSC5 P28004
P28004 Q9UDV6
P29461 P51116
P28777 Q15025
P28004 Q9Y6D9
P14136 P28272
P28496 Q8N6L0
P29703 A0A087X1U9
Q96KN7-4 P29461
P29703 EBI-11522976
P37198 P31384
P31384 Q96IQ6
Q15025 P29703
P29703 Q8NA61-2
P30665 Q9BTE3-2
A0A0C4DGS5 P32335
P31384 Q9UFF9
Q96CN9 P31412
P32335 A0A0C4DGF1
Q8IZ13 P32381
P32342 Q9H190
A0A0C4DGS5 P32354
P51116 P32354
Q969L2 P32453
Q8N6L0 P32453
P35520 P32449
P32453 Q15041
Q6RW13-2 P32453
Q15019-3 P32458
P32458 P63279
P32453 Q96DZ9-2
P32458 B0QYN7
P32458 P23497-2
P32463 O43281-2
Q9Y2J4 P32458
H0YCX2 P32463
P32464 Q86WT6-2
P32464 A0A0C4DGS5
O14879 P32464
P32464 P14373
P32464 Q9BYV6-2
Q8N3J3-3 P32464
P32464 Q8NA61-2
P32464 Q9BRK4
P32502 EBI-11522976
Q9P286 P32474
P32477 Q86UW9
P32497 P26641
A0A0R4J2E4 P32502
EBI-11525577 P32502
P32502 A0A0C4DFM0
I6L8A6 P32502
P32502 G5E962
H3BTW2 P32502
O15156-2 P32502
P32502 O14641
O14964 P32502
O43809 P32502
O43597 P32502
O60232 P32502
P32502 O75506
O15217 P32502
P32502 O96006
O76083-2 P32502
O95197-3 P32502
P32502 O95273
P32502 P08727
P00492 P32502
P32502 P04271
P32502 P07910-2
P32502 P20591
P19012 P32502
P14174 P32502
P32502 P14373
P32502 P15531
P43365 P32502
P32502 P35520
P38432 P32502
P32502 P43356
P55212 P32502
P48775 P32502
P32502 P49247
P98170 P32502
P32502 P63279
P56279 P32502
P61289 P32502
P32502 P61457
Q13155 P32502
P32502 Q00796
Q03393 P32502
Q13049 P32502
P32502 Q53EZ4
P32502 Q13490
P32502 Q13554-3
Q14749 P32502
P32502 Q5VSY0
P32502 Q53G59
P32502 Q5JR59-3
P32502 Q5T124-6
Q86WT6-2 P32502
P32502 Q8IUQ4-2
Q8NA82 P32502
Q8NA61-2 P32502
P32502 Q8N6L0
Q8IYA8 P32502
Q8TAP6 P32502
P32502 Q8NFF5-2
P32502 Q8NHQ1
Q8NHQ1-3 P32502
P32502 Q96CD2
Q96BR9 P32502
P32502 Q8WXE1-3
Q969V4 P32502
Q96AT9 P32502
P32502 Q96HA8
Q96CG3 P32502
Q96EY1-3 P32502
P32502 Q96QF0-2
Q96HD9 P32502
P32502 Q96HR9
Q9H0E2 P32502
P32502 Q9BPX1
P32502 Q9BQC3
Q9BQD3 P32502
P32502 Q9NRG1
Q9H773 P32502
P32502 Q9NPJ6
Q9NQC3-3 P32502
P32502 Q9NVV9
P32502 Q9NRY6
Q9NSC5 P32502
P32502 Q9NTM9
P32502 Q9UHX1-5
Q9NWS6 P32502
Q9P286 P32502
Q9UDV6 P32502
P32502 Q9UHX1-6
P32502 Q9UI14
Q9UJV3-2 P32502
Q9UJ70-2 P32502
P32502 Q9UJC3
Q9Y2D8 P32502
P32502 Q9UJX2
Q9UNE7 P32502
P32502 Q9UPY8
P38159 P32505
P32502 Q9Y3Q8
Q9Y6D9 P32502
Q13422-7 P32529
Q86SE5-3 P32505
P32529 A0A0C4DGS5
Q13422-7 P32562
P14859-6 P32562
P63279 P32562
O94972 P32571
Q7L5A3 P32562
P32562 Q96M27
EBI-11523568 P32571
P32571 Q96ED9-2
Q15025 P32571
P32571 Q5JR59-3
P32571 Q8N6Y0
P32589 Q99750
Q96MT8-3 P32571
Q9NSC5 P32571
P32571 Q9Y6D9
P48775 P32610
P32601 P26641
P19012 P32610
O95544 P32622
Q96EV8 P32610
P32610 Q9BUW7
P32614 Q15102
P32831 A0A0C4DGS5
P32622 P19474
Q9H190 P32796
P32895 P60891
P32831 Q15427
P32844 EBI-11522976
H3BTW2 P32902
Q14558 P32895
P32902 EBI-11525577
P32902 P36406
P32902 O95273
O95751 P32902
P32902 P13196
P32902 Q5JR59-3
P32902 Q5T124-6
P32902 P43361
P32902 Q13137
Q8NA61-2 P32902
P32902 Q8IYF3-3
Q8N6Y0 P32902
Q93062-3 P32902
